sentence,hate,category
শালা তর মাকে ছুদি,1,crime
এই লুইচ্ছার ফাঁসি চাই,1,crime
দরাখাওয়ার পরে এখন সব বাইন্চদে বলে এমনই আসছি,1,crime
সালা আবার মুখ দেখায় কেমনে।,1,crime
কানকির পোলাকেগো সবার সামনে ফাসি দেওয়ার দরকার। কিভাবে মেয়েটাকে আগুন দিয়া পুড়াইয়া মারছে। ঠন্ডা মাথায় কিভাবে এই কাজটা করতে পারে।,1,crime
লুচ্চা প্রশাসন,1,crime
শালা তুই পড়তেই তো পারিস না!,1,crime
মিন্নি নামের পুরুষ বিলাসী এই বেশ্যারে থার্ড ডিগ্রি দিলে সব তথ্য আয়নার মতো পরিষ্কার হয়ে যাবে।।।।ঐ বেটির মাল্টিপ্লাগ মার্কা পরকিয়া আর যৌনতার বলি হলো এই রিফাত,1,crime
সালার দুশ্চরিত্র,1,crime
অজ্ঞান হাওয়া এগুলো সব নাটক এই খানকি মাগীরে রাস্তায় ফালাইয়া সাধারন জনগন মিলে চোদা উচিত,1,crime
বগা ফুরি ডি সি সাথে ছুদা দেয়।।,1,crime
তোর মতন বেশ্যা নড়ির কারনে আজ সমাজ টা নষ্টু হয়ে গেছে তুই রেনডি কি করে বললি ছারে র কন দোস নাই তাহলে দোস তোর বোদার,1,crime
নিশ্চয়ই এখানে বিএনপি জামাতের বড় হাত আছে তাড়াতাড়ি খতিয়ে দেখা দরকার প্রশাসক কার্যালয়ে আকাম কুকাম দেশ কত উন্নত হয়েছে আর কত কি দেখাবি সাংবাদিক মিডিয়া আস্তা খানকিরপুত তাদের কারণে আজ এই দশা দেশের আকাম কুকাম তদন্ত করবে শিয়ালের কাছে মুরগী,1,crime
